Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Type_New,Item_Category,Outlet_Years,Price_per_Unitwt,MRP_group,Item_Outlet_Sales
DRF03,19.1,Low Fat,0.045400017,Dairy,38.8138,OUT045,Small,Tier 2,Supermarket Type1,Perishable,DR,8,2.03,low,690.4346
NCF30,17.0,No_Fat,0.126958147,Household,125.8362,OUT017,Small,Tier 2,Supermarket Type1,Non_Perishable,NC,3,7.4,medium,2516.724
FDB12,11.15,Regular,0.105307659,Baking Goods,102.0648,OUT046,Small,Tier 1,Supermarket Type1,Non_Perishable,FD,13,9.15,medium,1038.648
FDW19,12.35,Regular,0.038500421,Fruits and Vegetables,110.757,OUT046,Small,Tier 1,Supermarket Type1,Perishable,FD,13,8.97,medium,1208.427
FDB45,20.85,Low Fat,0.02137305,Fruits and Vegetables,103.3306,OUT045,Small,Tier 2,Supermarket Type1,Perishable,FD,8,4.96,medium,522.653
FDY55,16.75,Low Fat,0.05432453144444445,Fruits and Vegetables,255.7988,OUT027,Medium,Tier 3,Supermarket Type3,Perishable,FD,25,15.27,very_high,9251.9568
FDK40,7.035,Low Fat,0.017014080777777777,Frozen Foods,263.291,OUT010,Small,Tier 3,Grocery Store,Non_Perishable,FD,12,37.43,very_high,525.982
FDU11,4.785,Low Fat,0.09297084,Breads,122.0098,OUT018,Medium,Tier 3,Supermarket Type2,Perishable,FD,1,25.5,medium,2048.6666
FDP33,18.7,Low Fat,0.088839949,Snack Foods,254.2672,OUT027,Medium,Tier 3,Supermarket Type3,Not_Sure,FD,25,13.6,very_high,10993.6896
FDN49,17.25,Regular,0.209600084,Breakfast,40.348,OUT010,Small,Tier 3,Grocery Store,Perishable,FD,12,2.34,low,39.948
FDR15,9.3,Regular,0.033505804,Meat,153.4314,OUT045,Small,Tier 2,Supermarket Type1,Perishable,FD,8,16.5,high,2482.1024
FDO38,17.25,Low Fat,0.072986772,Canned,78.8986,OUT045,Small,Tier 2,Supermarket Type1,Non_Perishable,FD,8,4.57,medium,1635.8706
DRC24,17.85,Low Fat,0.024961677,Soft Drinks,153.1998,OUT017,Small,Tier 2,Supermarket Type1,Non_Perishable,DR,3,8.58,high,3383.5956
NCU17,5.32,No_Fat,0.092433518,Health and Hygiene,101.6674,OUT027,Medium,Tier 3,Supermarket Type3,Non_Perishable,NC,25,19.11,medium,1426.1436
FDK22,9.8,Low Fat,0.026081567,Snack Foods,217.585,OUT035,Small,Tier 2,Supermarket Type1,Not_Sure,FD,6,22.2,very_high,4327.7
DRP35,18.85,Low Fat,0.09079168,Hard Drinks,127.1336,OUT013,High,Tier 3,Supermarket Type1,Non_Perishable,DR,23,6.74,medium,3579.3408
NCL29,9.695,No_Fat,0.113917889,Health and Hygiene,158.2604,OUT035,Small,Tier 2,Supermarket Type1,Non_Perishable,NC,6,16.32,high,2693.8268
FDG53,10.0,Low Fat,0.045928229,Frozen Foods,138.118,OUT049,Medium,Tier 1,Supermarket Type1,Non_Perishable,FD,11,13.81,high,1957.452
DRM23,16.6,Low Fat,0.135620265,Hard Drinks,172.9422,OUT013,High,Tier 3,Supermarket Type1,Non_Perishable,DR,23,10.42,high,2931.5174
FDR09,18.25,Low Fat,0.077709902,Snack Foods,259.6962,OUT035,Small,Tier 2,Supermarket Type1,Not_Sure,FD,6,14.23,very_high,5438.9202
NCJ30,5.82,No_Fat,0.134975628,Household,170.579,OUT010,Small,Tier 3,Grocery Store,Non_Perishable,NC,12,29.31,high,509.337
FDZ04,9.31,Low Fat,0.037955094,Frozen Foods,62.151,OUT046,Small,Tier 1,Supermarket Type1,Non_Perishable,FD,13,6.68,low,1201.769
FDM10,18.25,Low Fat,0.076125668,Snack Foods,214.0218,OUT045,Small,Tier 2,Supermarket Type1,Not_Sure,FD,8,11.73,very_high,2564.6616
FDR21,19.7,Low Fat,0.067039526,Snack Foods,178.337,OUT049,Medium,Tier 1,Supermarket Type1,Not_Sure,FD,11,9.05,high,1411.496
DRJ49,6.865,Low Fat,0.014021626,Soft Drinks,127.1652,OUT045,Small,Tier 2,Supermarket Type1,Non_Perishable,DR,8,18.52,medium,1291.652
FDJ15,11.35,Regular,0.023358738,Dairy,184.4608,OUT049,Medium,Tier 1,Supermarket Type1,Perishable,FD,11,16.25,high,4042.7376
FDO34,17.7,Low Fat,0.029933275,Snack Foods,169.0816,OUT035,Small,Tier 2,Supermarket Type1,Not_Sure,FD,6,9.55,high,5201.2296
NCG30,20.2,No_Fat,0.111777297,Household,124.6046,OUT027,Medium,Tier 3,Supermarket Type3,Non_Perishable,NC,25,6.17,medium,2863.6058
FDS60,20.85,Low Fat,0.032448523,Baking Goods,177.866,OUT046,Small,Tier 1,Supermarket Type1,Non_Perishable,FD,13,8.53,high,1078.596
FDX57,17.25,Regular,0.047266211,Snack Foods,97.0068,OUT046,Small,Tier 1,Supermarket Type1,Not_Sure,FD,13,5.62,medium,1846.9292
FDS40,15.35,Low Fat,0.01404119,Frozen Foods,38.419,OUT049,Medium,Tier 1,Supermarket Type1,Non_Perishable,FD,11,2.5,low,476.047
FDT08,13.65,Low Fat,0.04917754,Fruits and Vegetables,151.805,OUT013,High,Tier 3,Supermarket Type1,Perishable,FD,23,11.12,high,2696.49
NCN29,15.2,No_Fat,0.020280476,Health and Hygiene,49.1034,OUT010,Small,Tier 3,Grocery Store,Non_Perishable,NC,12,3.23,low,194.4136
FDY27,6.38,Low Fat,0.031962866,Dairy,178.0344,OUT045,Small,Tier 2,Supermarket Type1,Perishable,FD,8,27.91,high,535.3032
NCR29,7.565,No_Fat,0.054376275,Health and Hygiene,56.293,OUT027,Medium,Tier 3,Supermarket Type3,Non_Perishable,NC,25,7.44,low,2546.685
FDZ02,6.905,Regular,0.063850971,Dairy,97.2726,OUT010,Small,Tier 3,Grocery Store,Perishable,FD,12,14.09,medium,195.7452
FDP40,4.555,Regular,0.060154968,Frozen Foods,110.1544,OUT019,Small,Tier 1,Grocery Store,Non_Perishable,FD,25,24.18,medium,111.8544
FDE11,17.7,Regular,0.134441765,Starchy Foods,183.9924,OUT027,Medium,Tier 3,Supermarket Type3,Not_Sure,FD,25,10.4,high,6478.234
DRL35,15.7,Low Fat,0.03067808,Hard Drinks,44.777,OUT013,High,Tier 3,Supermarket Type1,Non_Perishable,DR,23,2.85,low,605.878
FDD56,15.2,Regular,0.103758647,Fruits and Vegetables,177.0054,OUT035,Small,Tier 2,Supermarket Type1,Perishable,FD,6,11.65,high,2976.7918
FDO39,6.985,Regular,0.136701678,Meat,182.1608,OUT027,Medium,Tier 3,Supermarket Type3,Perishable,FD,25,26.08,high,5880.3456
FDG32,19.85,Low Fat,0.308145448,Fruits and Vegetables,222.0772,OUT019,Small,Tier 1,Grocery Store,Perishable,FD,25,11.19,very_high,889.5088
FDU50,5.75,Regular,0.074806196,Dairy,112.9176,OUT027,Medium,Tier 3,Supermarket Type3,Perishable,FD,25,19.64,medium,3435.528
FDX24,8.355,Low Fat,0.013926425,Baking Goods,93.0462,OUT035,Small,Tier 2,Supermarket Type1,Non_Perishable,FD,6,11.14,medium,1110.5544
NCN43,12.15,No_Fat,0.006754117,Others,122.173,OUT013,High,Tier 3,Supermarket Type1,Not_Sure,NC,23,10.06,medium,2586.633
FDK34,13.35,Low Fat,0.037144733,Snack Foods,238.7564,OUT018,Medium,Tier 3,Supermarket Type2,Not_Sure,FD,1,17.88,very_high,1906.8512
NCN41,17.0,No_Fat,0.052209303,Health and Hygiene,122.373,OUT046,Small,Tier 1,Supermarket Type1,Non_Perishable,NC,13,7.2,medium,2586.633
FDW16,17.35,Regular,0.041538713,Frozen Foods,93.1804,OUT049,Medium,Tier 1,Supermarket Type1,Non_Perishable,FD,11,5.37,medium,1378.206
FDP46,15.35,Low Fat,0.13064231,Snack Foods,88.383,OUT019,Small,Tier 1,Grocery Store,Not_Sure,FD,25,5.76,medium,89.883
NCD07,9.1,No_Fat,0.055382616,Household,115.0518,OUT013,High,Tier 3,Supermarket Type1,Non_Perishable,NC,23,12.64,medium,683.1108
FDG44,6.13,Low Fat,0.088147216,Fruits and Vegetables,54.1298,OUT046,Small,Tier 1,Supermarket Type1,Perishable,FD,13,8.83,low,1348.245
FDC20,10.65,Low Fat,0.041970938,Fruits and Vegetables,55.4272,OUT019,Small,Tier 1,Grocery Store,Perishable,FD,25,5.2,low,111.8544
FDB23,19.2,Regular,0.005583951,Starchy Foods,226.9062,OUT013,High,Tier 3,Supermarket Type1,Not_Sure,FD,23,11.82,very_high,4514.124
DRK59,8.895,Low Fat,0.075757177,Hard Drinks,233.8616,OUT018,Medium,Tier 3,Supermarket Type2,Non_Perishable,DR,1,26.29,very_high,937.4464
FDT31,19.75,Low Fat,0.012467648,Fruits and Vegetables,188.1872,OUT049,Medium,Tier 1,Supermarket Type1,Perishable,FD,11,9.53,high,2458.1336
FDB15,10.895,Low Fat,0.137368051,Dairy,264.3568,OUT018,Medium,Tier 3,Supermarket Type2,Perishable,FD,1,24.26,very_high,4745.8224
FDI56,7.325,Low Fat,0.092933158,Fruits and Vegetables,91.0146,OUT027,Medium,Tier 3,Supermarket Type3,Perishable,FD,25,12.43,medium,3466.1548
NCQ17,10.3,No_Fat,0.117593973,Health and Hygiene,154.463,OUT017,Small,Tier 2,Supermarket Type1,Non_Perishable,NC,3,15.0,high,2503.408
FDH44,19.1,Regular,0.026018497,Fruits and Vegetables,148.2418,OUT017,Small,Tier 2,Supermarket Type1,Perishable,FD,3,7.76,high,3089.9778
FDP40,4.555,Regular,0.034410585,Frozen Foods,111.3544,OUT049,Medium,Tier 1,Supermarket Type1,Non_Perishable,FD,11,24.45,medium,1342.2528
NCR17,9.8,No_Fat,0.02426524,Health and Hygiene,114.0492,OUT027,Medium,Tier 3,Supermarket Type3,Non_Perishable,NC,25,11.64,medium,3938.8728
NCO53,16.2,No_Fat,0.176175402,Health and Hygiene,184.0608,OUT017,Small,Tier 2,Supermarket Type1,Non_Perishable,NC,3,11.36,high,2021.3688
FDG38,8.975,Regular,0.088257771,Canned,84.1224,OUT010,Small,Tier 3,Grocery Store,Non_Perishable,FD,12,9.37,medium,170.4448
FDO01,21.1,Regular,0.020750867,Breakfast,128.7994,OUT049,Medium,Tier 1,Supermarket Type1,Perishable,FD,11,6.1,medium,1927.491
NCQ43,17.75,No_Fat,0.111527348,Others,110.2912,OUT045,Small,Tier 2,Supermarket Type1,Not_Sure,NC,8,6.21,medium,873.5296
FDU47,12.8,Regular,0.114318263,Breads,142.2838,OUT018,Medium,Tier 3,Supermarket Type2,Perishable,FD,1,11.12,high,421.4514
FDZ02,6.905,Regular,0.038363204,Dairy,98.1726,OUT017,Small,Tier 2,Supermarket Type1,Perishable,FD,3,14.22,medium,587.2356
FDS04,10.195,Regular,0.245483691,Frozen Foods,141.8838,OUT010,Small,Tier 3,Grocery Store,Non_Perishable,FD,12,13.92,high,280.9676
FDQ31,5.785,Regular,0.053930934,Fruits and Vegetables,87.3856,OUT049,Medium,Tier 1,Supermarket Type1,Perishable,FD,11,15.11,medium,878.856
FDT57,15.2,Low Fat,0.018942606,Snack Foods,236.0248,OUT027,Medium,Tier 3,Supermarket Type3,Not_Sure,FD,25,15.53,very_high,6636.6944
FDK50,7.96,Low Fat,0.028339599,Canned,162.4894,OUT013,High,Tier 3,Supermarket Type1,Non_Perishable,FD,23,20.41,high,1779.6834
FDB49,8.3,Regular,0.030151351,Baking Goods,98.7384,OUT046,Small,Tier 1,Supermarket Type1,Non_Perishable,FD,13,11.9,medium,492.692
FDN56,5.46,Regular,0.107274301,Fruits and Vegetables,145.5786,OUT045,Small,Tier 2,Supermarket Type1,Perishable,FD,8,26.66,high,3900.9222
FDU02,13.35,Low Fat,0.102670882,Dairy,228.6352,OUT049,Medium,Tier 1,Supermarket Type1,Perishable,FD,11,17.13,very_high,3435.528
FDK26,5.46,Regular,0.032177405,Canned,185.424,OUT046,Small,Tier 1,Supermarket Type1,Non_Perishable,FD,13,33.96,high,5219.872
DRA24,19.35,Regular,0.039734882,Soft Drinks,165.7868,OUT027,Medium,Tier 3,Supermarket Type3,Non_Perishable,DR,25,8.57,high,4913.604
FDF53,20.75,Regular,0.083536989,Frozen Foods,180.3318,OUT013,High,Tier 3,Supermarket Type1,Non_Perishable,FD,23,8.69,high,4149.9314
NCZ30,6.59,No_Fat,0.026225693,Household,119.0098,OUT049,Medium,Tier 1,Supermarket Type1,Non_Perishable,NC,11,18.06,medium,2530.7058
FDF14,7.55,Low Fat,0.0273235,Canned,151.934,OUT017,Small,Tier 2,Supermarket Type1,Non_Perishable,FD,3,20.12,high,1837.608
FDU40,20.85,Low Fat,0.03747983,Frozen Foods,192.7478,OUT045,Small,Tier 2,Supermarket Type1,Non_Perishable,FD,8,9.24,high,2131.2258
NCL18,18.85,No_Fat,0.168531813,Household,192.5136,OUT017,Small,Tier 2,Supermarket Type1,Non_Perishable,NC,3,10.21,high,2916.204
FDP25,15.2,Low Fat,0.021293909,Canned,218.4824,OUT018,Medium,Tier 3,Supermarket Type2,Non_Perishable,FD,1,14.37,very_high,1528.6768
NCV05,10.1,No_Fat,0.030269774,Health and Hygiene,152.4656,OUT045,Small,Tier 2,Supermarket Type1,Non_Perishable,NC,8,15.1,high,2934.8464
FDV49,10.0,Low Fat,0.025822315,Canned,262.7226,OUT035,Small,Tier 2,Supermarket Type1,Non_Perishable,FD,6,26.27,very_high,3171.8712
FDJ56,8.985,Low Fat,0.183688161,Fruits and Vegetables,100.27,OUT049,Medium,Tier 1,Supermarket Type1,Perishable,FD,11,11.16,medium,998.7
FDI40,11.5,Regular,0.125579201,Frozen Foods,99.7358,OUT035,Small,Tier 2,Supermarket Type1,Non_Perishable,FD,6,8.67,medium,1105.8938
NCK05,20.1,No_Fat,0.077079177,Health and Hygiene,61.5536,OUT027,Medium,Tier 3,Supermarket Type3,Non_Perishable,NC,25,3.06,low,918.804
NCI43,19.85,No_Fat,0.026074491,Household,48.6376,OUT018,Medium,Tier 3,Supermarket Type2,Non_Perishable,NC,1,2.45,low,575.2512
NCE42,21.1,No_Fat,0.010593469,Household,234.2958,OUT013,High,Tier 3,Supermarket Type1,Non_Perishable,NC,23,11.1,very_high,3739.1328
FDP40,4.555,Regular,0.034357169,Frozen Foods,112.6544,OUT046,Small,Tier 1,Supermarket Type1,Non_Perishable,FD,13,24.73,medium,2684.5056
FDU40,20.85,Low Fat,0.037396901,Frozen Foods,193.8478,OUT035,Small,Tier 2,Supermarket Type1,Non_Perishable,FD,6,9.3,high,2712.4692
DRK47,7.905,Low Fat,0.064011067,Hard Drinks,230.2694,OUT013,High,Tier 3,Supermarket Type1,Non_Perishable,DR,23,29.13,very_high,4567.388
FDR32,6.78,Regular,0.085981978,Fruits and Vegetables,228.4694,OUT045,Small,Tier 2,Supermarket Type1,Perishable,FD,8,33.7,very_high,5480.8656
FDS43,11.65,Low Fat,0.040318693,Fruits and Vegetables,186.224,OUT027,Medium,Tier 3,Supermarket Type3,Perishable,FD,25,15.98,high,5033.448
FDH50,15.0,Regular,0.161762835,Canned,185.9266,OUT045,Small,Tier 2,Supermarket Type1,Non_Perishable,FD,8,12.4,high,2581.9724
FDZ09,17.6,Low Fat,0.104878967,Snack Foods,164.8868,OUT046,Small,Tier 1,Supermarket Type1,Not_Sure,FD,13,9.37,high,2456.802
FDS19,13.8,Regular,0.107469819,Fruits and Vegetables,77.8012,OUT010,Small,Tier 3,Grocery Store,Perishable,FD,12,5.64,medium,227.7036
NCU30,5.11,No_Fat,0.034868095,Household,163.821,OUT035,Small,Tier 2,Supermarket Type1,Non_Perishable,NC,6,32.06,high,2120.573
FDI27,8.71,Regular,0.046079575,Dairy,43.5744,OUT045,Small,Tier 2,Supermarket Type1,Perishable,FD,8,5.0,low,407.4696
FDQ09,7.235,Low Fat,0.058083831,Snack Foods,113.6834,OUT013,High,Tier 3,Supermarket Type1,Not_Sure,FD,23,15.71,medium,230.3668
FDB35,12.3,Regular,0.064618976,Starchy Foods,89.8804,OUT046,Small,Tier 1,Supermarket Type1,Not_Sure,FD,13,7.31,medium,1286.3256
DRD12,6.96,Low Fat,0.077178965,Soft Drinks,93.1146,OUT035,Small,Tier 2,Supermarket Type1,Non_Perishable,DR,6,13.38,medium,2189.1504
FDW07,18.0,Regular,0.142910689,Fruits and Vegetables,89.6514,OUT049,Medium,Tier 1,Supermarket Type1,Perishable,FD,11,4.98,medium,1859.5794
DRE13,6.28,Low Fat,0.027682047,Soft Drinks,85.5198,OUT013,High,Tier 3,Supermarket Type1,Non_Perishable,DR,23,13.62,medium,1744.396
FDR11,10.5,Regular,0.142511272,Breads,158.7578,OUT035,Small,Tier 2,Supermarket Type1,Perishable,FD,6,15.12,high,2246.4092
DRG36,14.15,Low Fat,0.09557165,Soft Drinks,171.0106,OUT045,Small,Tier 2,Supermarket Type1,Non_Perishable,DR,8,12.09,high,4106.6544
DRD37,9.8,Low Fat,0.02316823,Soft Drinks,47.506,OUT010,Small,Tier 3,Grocery Store,Non_Perishable,DR,12,4.85,low,186.424
FDX03,15.85,Regular,0.061045133,Meat,44.7744,OUT013,High,Tier 3,Supermarket Type1,Perishable,FD,23,2.82,low,181.0976
FDU46,10.3,Regular,0.011148865,Snack Foods,84.854,OUT045,Small,Tier 2,Supermarket Type1,Not_Sure,FD,8,8.24,medium,778.986
FDV03,17.6,Low Fat,0.058091269,Meat,156.2314,OUT046,Small,Tier 1,Supermarket Type1,Perishable,FD,13,8.88,high,2947.4966
FDZ37,8.1,Regular,0.019672774,Canned,86.4198,OUT027,Medium,Tier 3,Supermarket Type3,Non_Perishable,FD,25,10.67,medium,1918.8356
FDI24,10.3,Low Fat,0.078678276,Baking Goods,177.037,OUT013,High,Tier 3,Supermarket Type1,Non_Perishable,FD,23,17.19,high,3705.177
FDX33,9.195,Regular,0.117667492,Snack Foods,159.5578,OUT049,Medium,Tier 1,Supermarket Type1,Not_Sure,FD,11,17.35,high,1283.6624
FDG47,12.8,Low Fat,0.069902438,Starchy Foods,261.3252,OUT018,Medium,Tier 3,Supermarket Type2,Not_Sure,FD,1,20.42,very_high,3410.2276
FDZ57,10.0,Regular,0.037757166,Snack Foods,126.7994,OUT035,Small,Tier 2,Supermarket Type1,Not_Sure,FD,6,12.68,medium,1284.994
FDT04,17.25,Low Fat,0.107021498,Frozen Foods,40.5822,OUT035,Small,Tier 2,Supermarket Type1,Non_Perishable,FD,6,2.35,low,785.644
FDO49,10.6,Regular,0.032892112,Breakfast,49.3008,OUT027,Medium,Tier 3,Supermarket Type3,Perishable,FD,25,4.65,low,1518.024
NCB43,20.2,No_Fat,0.100477461,Household,187.7898,OUT017,Small,Tier 2,Supermarket Type1,Non_Perishable,NC,3,9.3,high,2245.0776
NCL53,7.5,No_Fat,0.036228067,Health and Hygiene,175.2028,OUT035,Small,Tier 2,Supermarket Type1,Non_Perishable,NC,6,23.36,high,4427.57
FDM01,7.895,Regular,0.094488485,Breakfast,100.7332,OUT013,High,Tier 3,Supermarket Type1,Perishable,FD,23,12.76,medium,1230.3984
FDO12,15.75,Low Fat,0.055154296,Baking Goods,195.5452,OUT018,Medium,Tier 3,Supermarket Type2,Non_Perishable,FD,1,12.42,high,1174.4712
FDO13,7.865,Low Fat,0.106907604,Breakfast,162.8526,OUT019,Small,Tier 1,Grocery Store,Perishable,FD,25,20.71,high,493.3578
FDI04,13.65,Regular,0.073060301,Frozen Foods,196.2426,OUT045,Small,Tier 2,Supermarket Type1,Non_Perishable,FD,8,14.38,high,2570.6538
NCK05,20.1,No_Fat,0.077439606,Health and Hygiene,60.6536,OUT035,Small,Tier 2,Supermarket Type1,Non_Perishable,NC,6,3.02,low,980.0576
FDP28,13.65,Regular,0.080968973,Frozen Foods,259.7936,OUT018,Medium,Tier 3,Supermarket Type2,Non_Perishable,FD,1,19.03,very_high,2609.936
FDJ44,12.3,Regular,0.106492562,Fruits and Vegetables,176.3396,OUT049,Medium,Tier 1,Supermarket Type1,Perishable,FD,11,14.34,high,1395.5168
FDS25,6.885,Regular,0.139330557,Canned,109.5228,OUT027,Medium,Tier 3,Supermarket Type3,Non_Perishable,FD,25,15.91,medium,3426.2068
FDC02,21.35,Low Fat,0.068822477,Canned,258.3278,OUT046,Small,Tier 1,Supermarket Type1,Non_Perishable,FD,13,12.1,very_high,7028.8506
FDT23,7.72,Regular,0.074669288,Breads,76.3986,OUT013,High,Tier 3,Supermarket Type1,Perishable,FD,23,9.9,medium,1402.1748
NCD31,12.1,No_Fat,0.025834128,Household,165.1526,OUT010,Small,Tier 3,Grocery Store,Non_Perishable,NC,12,13.65,high,164.4526
FDV19,14.85,Regular,0.035227697,Fruits and Vegetables,159.5578,OUT013,High,Tier 3,Supermarket Type1,Perishable,FD,23,10.74,high,2085.9514
NCQ30,7.725,No_Fat,0.050901814,Household,120.5414,OUT019,Small,Tier 1,Grocery Store,Non_Perishable,NC,25,15.6,medium,365.5242
NCD18,16.0,No_Fat,0.072965144,Household,231.3668,OUT018,Medium,Tier 3,Supermarket Type2,Non_Perishable,NC,1,14.46,very_high,4607.336
FDL10,8.395,Low Fat,0.039492207,Snack Foods,97.3042,OUT046,Small,Tier 1,Supermarket Type1,Not_Sure,FD,13,11.59,medium,1091.2462
FDX20,7.365,Low Fat,0.042552205,Fruits and Vegetables,225.172,OUT035,Small,Tier 2,Supermarket Type1,Perishable,FD,6,30.57,very_high,3395.58
FDM32,20.5,Low Fat,0.020587886,Fruits and Vegetables,89.583,OUT013,High,Tier 3,Supermarket Type1,Perishable,FD,23,4.37,medium,1797.66
FDR09,18.25,Low Fat,0.130095044,Snack Foods,257.2962,OUT010,Small,Tier 3,Grocery Store,Not_Sure,FD,12,14.1,very_high,517.9924
FDL34,16.0,Low Fat,0.040747616,Snack Foods,140.2496,OUT027,Medium,Tier 3,Supermarket Type3,Not_Sure,FD,25,8.77,high,4093.3384
NCK42,7.475,No_Fat,0.013146636,Household,214.5192,OUT045,Small,Tier 2,Supermarket Type1,Non_Perishable,NC,8,28.7,very_high,2804.3496
FDU23,12.15,Low Fat,0.02176755,Breads,164.6184,OUT045,Small,Tier 2,Supermarket Type1,Perishable,FD,8,13.55,high,3797.7232
DRI01,7.97,Low Fat,0.029381254,Soft Drinks,172.0422,OUT018,Medium,Tier 3,Supermarket Type2,Non_Perishable,DR,1,21.59,high,5690.5926
FDG16,15.25,Low Fat,0.08995645,Frozen Foods,217.1192,OUT049,Medium,Tier 1,Supermarket Type1,Non_Perishable,FD,11,14.24,very_high,3235.788
FDY56,16.35,Regular,0.062665642,Fruits and Vegetables,225.6062,OUT018,Medium,Tier 3,Supermarket Type2,Perishable,FD,1,13.8,very_high,1579.9434
FDO24,11.1,Low Fat,0.176182345,Baking Goods,158.1604,OUT035,Small,Tier 2,Supermarket Type1,Non_Perishable,FD,6,14.25,high,1901.5248
NCV29,11.8,No_Fat,0.022843501,Health and Hygiene,177.8686,OUT046,Small,Tier 1,Supermarket Type1,Non_Perishable,NC,13,15.07,high,4621.9836
FDQ48,14.3,Regular,0.034411238,Baking Goods,98.6726,OUT046,Small,Tier 1,Supermarket Type1,Non_Perishable,FD,13,6.9,medium,782.9808
FDU15,13.65,Regular,0.025070953400000002,Meat,36.6532,OUT017,Small,Tier 2,Supermarket Type1,Perishable,FD,3,2.69,low,755.0172
FDS47,16.75,Low Fat,0.128861359,Breads,86.2856,OUT035,Small,Tier 2,Supermarket Type1,Perishable,FD,6,5.15,medium,1406.1696
FDO50,16.25,Low Fat,0.078290271,Canned,93.1804,OUT049,Medium,Tier 1,Supermarket Type1,Non_Perishable,FD,11,5.73,medium,1194.4452
FDW48,18.0,Low Fat,0.008539208,Baking Goods,81.2618,OUT035,Small,Tier 2,Supermarket Type1,Non_Perishable,FD,6,4.51,medium,402.809
FDV20,20.2,Regular,0.100095288,Fruits and Vegetables,125.2678,OUT010,Small,Tier 3,Grocery Store,Perishable,FD,12,6.2,medium,127.1678
FDW47,15.0,Low Fat,0.046447328,Breads,121.5414,OUT049,Medium,Tier 1,Supermarket Type1,Perishable,FD,11,8.1,medium,2436.828
FDA07,7.55,Regular,0.030794774,Fruits and Vegetables,122.9072,OUT027,Medium,Tier 3,Supermarket Type3,Perishable,FD,25,16.28,medium,4532.7664
FDZ16,16.85,Regular,0.159081735,Frozen Foods,193.5478,OUT027,Medium,Tier 3,Supermarket Type3,Non_Perishable,FD,25,11.49,high,4649.9472
FDN09,14.15,Low Fat,0.034705807,Snack Foods,241.6828,OUT027,Medium,Tier 3,Supermarket Type3,Not_Sure,FD,25,17.08,very_high,4873.656
FDB50,13.0,Low Fat,0.154487495,Canned,77.2986,OUT017,Small,Tier 2,Supermarket Type1,Non_Perishable,FD,3,5.95,medium,1246.3776
NCL06,14.65,No_Fat,0.072178679,Household,262.9594,OUT049,Medium,Tier 1,Supermarket Type1,Non_Perishable,NC,11,17.95,very_high,5233.188
DRG03,14.5,Low Fat,0.061686402,Dairy,153.9998,OUT027,Medium,Tier 3,Supermarket Type3,Perishable,DR,25,10.62,high,5229.1932
DRM59,5.88,Low Fat,0.003599378,Hard Drinks,152.2998,OUT045,Small,Tier 2,Supermarket Type1,Non_Perishable,DR,8,25.9,high,3075.996
FDU25,12.35,Low Fat,0.026832182,Canned,57.3246,OUT017,Small,Tier 2,Supermarket Type1,Non_Perishable,FD,3,4.64,low,1332.2658
NCU42,9.0,No_Fat,0.019616991,Household,169.6474,OUT017,Small,Tier 2,Supermarket Type1,Non_Perishable,NC,3,18.85,high,2526.711
FDH21,10.395,Low Fat,0.05226427,Seafood,158.4604,OUT010,Small,Tier 3,Grocery Store,Perishable,FD,12,15.24,high,158.4604
DRO47,10.195,Low Fat,0.112203445,Hard Drinks,111.786,OUT035,Small,Tier 2,Supermarket Type1,Non_Perishable,DR,6,10.96,medium,1697.79
FDC44,15.6,Low Fat,0.171761077,Fruits and Vegetables,115.7518,OUT027,Medium,Tier 3,Supermarket Type3,Perishable,FD,25,7.42,medium,5351.0346
NCL29,9.695,No_Fat,0.114170506,Health and Hygiene,158.9604,OUT045,Small,Tier 2,Supermarket Type1,Non_Perishable,NC,8,16.4,high,1743.0644
FDL48,19.35,Regular,0.082266419,Baking Goods,48.8034,OUT046,Small,Tier 1,Supermarket Type1,Non_Perishable,FD,13,2.52,low,340.2238
FDJ21,16.7,Regular,0.038685176,Snack Foods,146.6102,OUT018,Medium,Tier 3,Supermarket Type2,Not_Sure,FD,1,8.78,high,2770.3938
FDT40,5.985,Low Fat,0.095795326,Frozen Foods,128.4678,OUT046,Small,Tier 1,Supermarket Type1,Non_Perishable,FD,13,21.46,medium,508.6712
NCD43,8.85,No_Fat,0.026814124,Household,103.7964,OUT010,Small,Tier 3,Grocery Store,Non_Perishable,NC,12,11.73,medium,210.3928
FDM28,15.7,Low Fat,0.045203854,Frozen Foods,180.266,OUT046,Small,Tier 1,Supermarket Type1,Non_Perishable,FD,13,11.48,high,1617.894
